genre,summary
horror,"Two of the world's bestselling authors have combined their unique talents in an unforgettable epic of fantasy, adventure, odyssey - and spine-tingling terror.

You are about to take a journey... a terrifying trip across America where young Jack Sawyer is searching for the Talisman, the only thing that can save his dying mother. His quest takes him into the menacing Territories where violence, surprise and the titanic struggle between good and evil reach across a mythic landscape... a journey into the dark heart of horror. (less)"
horror,"Roused by a single drop of blood, Rosie Daniels wakes up to the chilling realisation that her husband is going to kill her. And she takes flight – with his credit card.

Alone in a strange city, Rosie begins to build a new life: she meets Bill Steiner and she finds an old junk shop painting, ""Rose Madder,"" which strangely seems to want her as much as she wants it.

But it’s hard for Rosie not to keep looking over her shoulder. Rose-maddened and on the rampage, Norman is a corrupt cop with a dog’s instinct for tracking people. And he’s getting close. Rosie can feel just how close he is getting…

A brilliant dark-hued fable of gender wars, a haunting love story, and a hold-your-breath triumph of suspense, ""Rose Madder"" is Stephen King at his electrifying best. (less)"
horror,"Suspected of killing Vera Donovan, her wealthy employer, Dolores Claiborne tells police the story of her life, harkening back to her disintegrating marriage and the suspicious death of her violent husband, Joe St. George, thirty years earlier. Dolores also tells of Vera's physical and mental decline and of her loyalty to an employer who has become emotionally demanding in recent years. (less)"
horror,"What was it like? Living in that house.

Maggie Holt is used to such questions. Twenty-five years ago, she and her parents, Ewan and Jess, moved into Baneberry Hall, a rambling Victorian estate in the Vermont woods. They spent three weeks there before fleeing in the dead of night, an ordeal Ewan later recounted in a nonfiction book called House of Horrors. His tale of ghostly happenings and encounters with malevolent spirits became a worldwide phenomenon, rivaling The Amityville Horror in popularity—and skepticism.

Today, Maggie is a restorer of old homes and too young to remember any of the events mentioned in her father’s book. But she also doesn’t believe a word of it. Ghosts, after all, don’t exist. When Maggie inherits Baneberry Hall after her father’s death, she returns to renovate the place to prepare it for sale. But her homecoming is anything but warm. People from the past, chronicled in House of Horrors, lurk in the shadows. And locals aren’t thrilled that their small town has been made infamous thanks to Maggie’s father. Even more unnerving is Baneberry Hall itself—a place filled with relics from another era that hint at a history of dark deeds. As Maggie experiences strange occurrences straight out of her father’s book, she starts to believe that what he wrote was more fact than fiction.

In the latest thriller from New York Times bestseller Riley Sager, a woman returns to the house made famous by her father’s bestselling horror memoir. Is the place really haunted by evil forces, as her father claimed? Or are there more earthbound—and dangerous—secrets hidden within its walls? (less)"
horror,"Librarian's note: An alternate cover edition can be found here

In 1976, a uniquely seductive world of vampires was unveiled in the now-classic Interview with the Vampire . . . in 1985, a wild and voluptous voice spoke to us, telling the story of The Vampire Lestat.  In The Queen of the Damned, Anne Rice continues her extraordinary ""Vampire Chronicles"" in a feat of mesmeric storytelling, a chillingly hypnotic entertainment in which the oldest and most powerful forces of the night are unleashed on an unsuspecting world.

Three brilliantly colored narrative threads intertwine as the story unfolds:

- The rock star known as Vampire Lestat, worshipped by millions of spellbound fans, prepares for a concert in San Francisco.  Among the audience--pilgrims in a blind swoon of adoration--are hundreds of vampires, creatures who see Lestat as a ""greedy fiend risking the secret prosperity of all his kind just to be loved and seen by mortals,"" fiends themselves who hate Lestat's power and who are determined to destroy him . . .

- The sleep of certain men and women--vampires and mortals scattered around the world--is haunted by a vivid, mysterious dream: of twins with fiery red hair and piercing green eyes who suffer an unspeakable tragedy.  It is a dream that slowly, tauntingly reveals its meaning to the dreamers as they make their way toward each other--some to be destroyed on the journey, some to face an even more terrifying fate at journey's end . . .

- Akasha--Queen of the Damned, mother of all vampires, rises after a 6,000 year sleep and puts into motion a heinous plan to ""save"" mankind from itself and make ""all myths of the world real"" by elevating herself and her chosen son/lover to the level of the gods: ""I am the fulfillment and I shall from this moment be the cause"" . . .

These narrative threads wind sinuously across a vast, richly detailed tapestry of the violent, sensual world of vampirism, taking us back 6,000 years to its beginnings.  As the stories of the ""first brood"" of blood drinkers are revealed, we are swept across the ages, from Egypt to South America to the Himalayas to all the shrouded corners of the globe where vampires have left their mark. Vampires are created--mortals succumbing to the sensation of ""being enptied, of being devoured, of being nothing."" Vampires are destroyed.  Dark rituals are performed--the rituals of ancient creatures prowling the modern world.  And, finally, we are brought to a moment in the twentieth century when, in an astonishing climax, the fate of the living dead--and perhaps of the living, all the living--will be decided.


From the Hardcover edition. (less)"
horror,"It's been eighteen months since the Raxter School for Girls was put under quarantine. Since the Tox hit and pulled Hetty's life out from under her.

It started slow. First the teachers died one by one. Then it began to infect the students, turning their bodies strange and foreign. Now, cut off from the rest of the world and left to fend for themselves on their island home, the girls don't dare wander outside the school's fence, where the Tox has made the woods wild and dangerous. They wait for the cure they were promised as the Tox seeps into everything.

But when Byatt goes missing, Hetty will do anything to find her, even if it means breaking quarantine and braving the horrors that lie beyond the fence. And when she does, Hetty learns that there's more to their story, to their life at Raxter, than she could have ever thought true. (less)"
horror,"STOP. You should not have touched this flyer with your bare hands. NO, don't put it down. It's too late. They're watching you. My name is David Wong. My best friend is John. Those names are fake. You might want to change yours. You may not want to know about the things you'll read on these pages, about the sauce, about Korrok, about the invasion, and the future. But it's too late. You touched the book. You're in the game. You're under the eye. The only defense is knowledge. You need to read this book, to the end. Even the part with the bratwurst. Why? You just have to trust me.

The important thing is this: The drug is called Soy Sauce and it gives users a window into another dimension. John and I never had the chance to say no. You still do. I'm sorry to have involved you in this, I really am. But as you read about these terrible events and the very dark epoch the world is about to enter as a result, it is crucial you keep one thing in mind: None of this was my fault. (less)"
horror,"People move to New York looking for magic and nothing will convince them it isn't there.

Charles Thomas Tester hustles to put food on the table, keep the roof over his father's head, from Harlem to Flushing Meadows to Red Hook. He knows what magic a suit can cast, the invisibility a guitar case can provide, and the curse written on his skin that attracts the eye of wealthy white folks and their cops. But when he delivers an occult tome to a reclusive sorceress in the heart of Queens, Tom opens a door to a deeper realm of magic, and earns the attention of things best left sleeping.

A storm that might swallow the world is building in Brooklyn. Will Black Tom live to see it break? (less)"
horror,"Samantha Heather Mackey couldn't be more of an outsider in her small, highly selective MFA program at New England's Warren University. A scholarship student who prefers the company of her dark imagination to that of most people, she is utterly repelled by the rest of her fiction writing cohort--a clique of unbearably twee rich girls who call each other ""Bunny,"" and seem to move and speak as one.

But everything changes when Samantha receives an invitation to the Bunnies' fabled ""Smut Salon,"" and finds herself inexplicably drawn to their front door--ditching her only friend, Ava, in the process. As Samantha plunges deeper and deeper into the Bunnies' sinister yet saccharine world, beginning to take part in the ritualistic off-campus ""Workshop"" where they conjure their monstrous creations, the edges of reality begin to blur. Soon, her friendships with Ava and the Bunnies will be brought into deadly collision.

The spellbinding new novel from one of our most fearless chroniclers of the female experience, Bunny is a down-the-rabbit-hole tale of loneliness and belonging, friendship and desire, and the fantastic and terrible power of the imagination. (less)"
horror,"Nobody Owens, known to his friends as Bod, is a perfectly normal boy. Well, he would be perfectly normal if he didn't live in a graveyard, being raised and educated by ghosts, with a solitary guardian who belongs to neither the world of the living nor the world of the dead.

There are dangers and adventures for Bod in the graveyard: the strange and terrible menace of the Sleer; a gravestone entrance to a desert that leads to the city of ghouls; friendship with a witch, and so much more.

But it is in the land of the living that real danger lurks, for it is there that the man Jack lives and he has already killed Bod's family.

A deliciously dark masterwork by bestselling author Neil Gaiman, with illustrations by award-winning Dave McKean. (less)"
horror,"The critically acclaimed cult novelist makes visceral the terrors of life in Jim Crow America and its lingering effects in this brilliant and wondrous work of the imagination that melds historical fiction, pulp noir, and Lovecraftian horror and fantasy.

Chicago, 1954. When his father Montrose goes missing, twenty-two year old Army veteran Atticus Turner embarks on a road trip to New England to find him, accompanied by his Uncle George—publisher of The Safe Negro Travel Guide—and his childhood friend Letitia. On their journey to the manor of Mr. Braithwhite—heir to the estate that owned Atticus’s great grandmother—they encounter both mundane terrors of white America and malevolent spirits that seem straight out of the weird tales George devours.

At the manor, Atticus discovers his father in chains, held prisoner by a secret cabal named the Order of the Ancient Dawn—led by Samuel Braithwhite and his son Caleb—which has gathered to orchestrate a ritual that shockingly centers on Atticus. And his one hope of salvation may be the seed of his—and the whole Turner clan’s—destruction.

A chimerical blend of magic, power, hope, and freedom that stretches across time, touching diverse members of one black family, Lovecraft Country is a devastating kaleidoscopic portrait of racism—the terrifying specter that continues to haunt us today. (less)"
horror,"Long acknowledged as a master of nightmarish vision, H.P. Lovecraft established the genuineness and dignity of his own pioneering fiction in 1931 with his quintessential work of supernatural horror, At the Mountains of Madness. The deliberately told and increasingly chilling recollection of an Antarctic expedition's uncanny discoveries --and their encounter with an untold menace in the ruins of a lost civilization--is a milestone of macabre literature.

This Definitive Edition of At the Mountains of Madness (The Modern Library) also includes Lovecraft's long essay ""Supernatural Horror in Literature."" (less)"
horror,"The year was 2014. We had cured cancer. We had beaten the common cold. But in doing so we created something new, something terrible that no one could stop.

The infection spread, virus blocks taking over bodies and minds with one, unstoppable command: FEED. Now, twenty years after the Rising, bloggers Georgia and Shaun Mason are on the trail of the biggest story of their lives—the dark conspiracy behind the infected.

The truth will get out, even if it kills them. (less)"
horror,"The English language debut of the bestselling Dutch novel, Hex, from Thomas Olde Heuvelt--a Hugo and World Fantasy award nominated talent to watch

Whoever is born here, is doomed to stay 'til death. Whoever settles, never leaves.

Welcome to Black Spring, the seemingly picturesque Hudson Valley town haunted by the Black Rock Witch, a seventeenth century woman whose eyes and mouth are sewn shut. Muzzled, she walks the streets and enters homes at will. She stands next to children's bed for nights on end. Everybody knows that her eyes may never be opened or the consequences will be too terrible to bear.

The elders of Black Spring have virtually quarantined the town by using high-tech surveillance to prevent their curse from spreading. Frustrated with being kept in lockdown, the town's teenagers decide to break their strict regulations and go viral with the haunting. But, in so doing, they send the town spiraling into dark, medieval practices of the distant past.

This chilling novel heralds the arrival of an exciting new voice in mainstream horror and dark fantasy. (less)"
horror,"A young woman discovers a strange portal in her uncle’s house, leading to madness and terror in this gripping new novel.

Pray they are hungry.

Kara finds these words in the mysterious bunker that she’s discovered behind a hole in the wall of her uncle’s house. Freshly divorced and living back at home, Kara now becomes obsessed with these cryptic words and starts exploring the peculiar bunker—only to discover that it holds portals to countless alternate realities. But these places are haunted by creatures that seem to hear thoughts…and the more you fear them, the stronger they become. (less)"
horror,"When a young woman clears out her deceased grandmother’s home in rural North Carolina, she finds long-hidden secrets about a strange colony of beings in the woods.

When Mouse’s dad asks her to clean out her dead grandmother's house, she says yes. After all, how bad could it be?

Answer: pretty bad. Grandma was a hoarder, and her house is stuffed with useless rubbish. That would be horrific enough, but there’s more—Mouse stumbles across her step-grandfather’s journal, which at first seems to be filled with nonsensical rants…until Mouse encounters some of the terrifying things he described for herself.

Alone in the woods with her dog, Mouse finds herself face to face with a series of impossible terrors—because sometimes the things that go bump in the night are real, and they’re looking for you. And if she doesn’t face them head on, she might not survive to tell the tale.

From Hugo Award–winning author Ursula Vernon, writing as T. Kingfisher. (less)"
horror,"In her quickly gentrifying rural lake town Jade sees recent events only her encyclopedic knowledge of horror films could have prepared her for

Jade Daniels is an angry, half-Indian outcast with an abusive father, an absent mother, and an entire town that wants nothing to do with her. She lives in her own world, a world in which protection comes from an unusual source: horror movies…especially the ones where a masked killer seeks revenge on a world that wronged them. And Jade narrates the quirky history of Proofrock as if it is one of those movies. But when blood actually starts to spill into the waters of Indian Lake, she pulls us into her dizzying, encyclopedic mind of blood and masked murderers, and predicts exactly how the plot will unfold.

Yet, even as Jade drags us into her dark fever dream, a surprising and intimate portrait emerges… a portrait of the scared and traumatized little girl beneath the Jason Voorhees mask: angry, yes, but also a girl who easily cries, fiercely loves, and desperately wants a home. A girl whose feelings are too big for her body.

My Heart Is a Chainsaw is her story, her homage to horror and revenge and triumph. (less)"
horror,"In a future so real and near it might be now, something happens when women go to sleep; they become shrouded in a cocoon-like gauze.

If they are awakened, and the gauze wrapping their bodies is disturbed or violated, the women become feral and spectacularly violent; and while they sleep they go to another place.

The men of our world are abandoned, left to their increasingly primal devices. One woman, however, the mysterious Evie, is immune to the blessing or curse of the sleeping disease.

Is Evie a medical anomaly to be studied, or is she a demon who must be slain? (less)"
horror,"This collection spans Lovecraft’s literary career, and charts the development of his ‘cosmicist’ philosophy; the belief that behind the veil of our blinkered everyday lives lies another reality, too terrible for the human mind to comprehend. In stories written in the gothic tradition, narrators recount their descent into madness and despair. Through their investigations into the unexplained, they tug at the thin threads that separate our world from another of indescribable horror. ‘“ Great God! I never dreamed of THIS!”’ screams occultist Harley Warren in ‘The Statement of Randolph Carter’, as he begs his companion to bury him alive. Another early piece, ‘The Outsider’ – a tragic and emotive evocation of loneliness and desolation – follows a man’s escape from his castle in a desperate search for human contact, but the loathsome truth he discovers destroys his mind.

In later tales, such as the iconic ‘The Call of Cthulhu’ and ‘The Whisperer in Darkness’, Lovecraft reaches into the cosmos, bridging the divide between horror and science fiction. The extra-terrestrial ‘gods’ and cursed histories that would emerge from these stories now form the cornerstones of Lovecraft’s unique mythology: the Cthulhu Mythos. This fictional universe, built in large part by his friend and most ardent supporter August Derleth, has in the years since been reimagined in myriad forms, and continues to act as a haunted playground for countless illustrators, fans and authors.

This edition, based on its sister limited edition, marries Lovecraft’s best-known fiction with two modern masters of the macabre, the acclaimed artist Dan Hillier and author Alan Moore. In his beautifully crafted new preface, Moore finds Lovecraft at once at odds with and integral to the time in which he lived: ‘the improbable embodiment of an estranged world in transition’. Yet, despite his prejudices and parochialisms, he ‘possessed a voice and a perspective both unique in modern literature’.

Hillier’s six mesmerising, portal-like illustrations embrace the alien realities that lurk among the gambrel roofs of Lovecraft’s landscapes. By splicing Victorian portraits and lithographs with cosmic and Lovecraftian symbolism, each piece – like the stories themselves – pulls apart the familiar to reveal what lies beneath.

The edition itself shimmers with Lovecraft’s ‘unknown colours’, bound in purple and greens akin to both the ocean depths and mysteries from outer space. The cover is embossed with a mystical design by Hillier, while a monstrous eye stares blankly from the slipcase.

Content:
1. Dagon
2. The Statement of Randolph Carter
3. Facts Concerning the Late Arthur Jermyn and His Family
4. Celephaïs
5. Nyarlathotep
6. The Picture in the House
7. The Outsider
8. Herbert West -- Reanimator
9. The Hound
10. The Rats in the Walls
11. The Festival
12. He
13. Cool Air
14. The Call of Cthulhu
15. The Colour Out of Space
16. The Whisperer in Darkness
17. The Shadow Over Innsmouth
18. The Haunter of the Dark (less)"
horror,"This is the story of a serial killer. A stolen child. Revenge. Death. And an ordinary house at the end of an ordinary street.

All these things are true. And yet they are all lies...

You think you know what's inside the last house on Needless Street. You think you've read this story before. That's where you're wrong.

In the dark forest at the end of Needless Street, lies something buried. But it's not what you think... (less)"
horror,"Sussex, England. A middle-aged man returns to his childhood home to attend a funeral. Although the house he lived in is long gone, he is drawn to the farm at the end of the road, where, when he was seven, he encountered a most remarkable girl, Lettie Hempstock, and her mother and grandmother. He hasn't thought of Lettie in decades, and yet as he sits by the pond (a pond that she'd claimed was an ocean) behind the ramshackle old farmhouse, the unremembered past comes flooding back. And it is a past too strange, too frightening, too dangerous to have happened to anyone, let alone a small boy.

Forty years earlier, a man committed suicide in a stolen car at this farm at the end of the road. Like a fuse on a firework, his death lit a touchpaper and resonated in unimaginable ways. The darkness was unleashed, something scary and thoroughly incomprehensible to a little boy. And Lettie—magical, comforting, wise beyond her years—promised to protect him, no matter what.

A groundbreaking work from a master, The Ocean at the End of the Lane is told with a rare understanding of all that makes us human, and shows the power of stories to reveal and shelter us from the darkness inside and out. It is a stirring, terrifying, and elegiac fable as delicate as a butterfly's wing and as menacing as a knife in the dark. (less)"
horror,"The son of a struggling single mother, Jamie Conklin just wants an ordinary childhood. But Jamie is no ordinary child. Born with an unnatural ability his mom urges him to keep secret, Jamie can see what no one else can see and learn what no one else can learn. But the cost of using this ability is higher than Jamie can imagine - as he discovers when an NYPD detective draws him into the pursuit of a killer who has threatened to strike from beyond the grave.

Later is Stephen King at his finest, a terrifying and touching story of innocence lost and the trials that test our sense of right and wrong. With echoes of King's classic novel It, Later is a powerful, haunting, unforgettable exploration of what it takes to stand up to evil in all the faces it wears. (less)"
horror,"While pursuing his quest for the Dark Tower through a world that is a nightmarishly distorted mirror image of our own, Roland, the last gunslinger, encounters three mysterious doorways on the beach. Each one enters into the life of a different person living in contemporary New York.

Here he links forces with the defiant young Eddie Dean and the beautiful, brilliant, and brave Odetta Holmes, in a savage struggle against underworld evil and otherworldly enemies.

Once again, Stephen King has masterfully interwoven dark, evocative fantasy and icy realism. (less)"
horror,"Cassandra Khaw's Nothing But Blackened Teeth is a gorgeously creepy haunted house tale, steeped in Japanese folklore and full of devastating twists.

A Heian-era mansion stands abandoned, its foundations resting on the bones of a bride and its walls packed with the remains of the girls sacrificed to keep her company.

It’s the perfect wedding venue for a group of thrill-seeking friends.

But a night of food, drinks, and games quickly spirals into a nightmare. For lurking in the shadows is the ghost bride with a black smile and a hungry heart.

And she gets lonely down there in the dirt. (less)"
horror,"If it Bleeds is a collection of four new novellas —Mr. Harrigan’s Phone, The Life of Chuck, Rat, and the title story If It Bleeds— each pulling readers into intriguing and frightening places.

A collection of four uniquely wonderful long stories, including a stand-alone sequel to The Outsider.

News people have a saying: 'If it bleeds, it leads'. And a bomb at Albert Macready Middle School is guaranteed to lead any bulletin.

Holly Gibney of the Finders Keepers detective agency is working on the case of a missing dog - and on her own need to be more assertive - when she sees the footage on TV. But when she tunes in again, to the late-night report, she realizes there is something not quite right about the correspondent who was first on the scene. So begins 'If It Bleeds' , a stand-alone sequel to The Outsider featuring the incomparable Holly on her first solo case.

Dancing alongside are three more long stories - 'Mr Harrigan's Phone', 'The Life of Chuck' and 'Rat' .

The novella is a form King has returned to over and over again in the course of his amazing career, and many have been made into iconic films, If It Bleeds is a uniquely satisfying collection of longer short fiction by an incomparably gifted writer. (less)"
horror,"The first scream came from the snowbound railwayman who felt the fangs ripping at his throat. The next month there was a scream of ecstatic agony from the woman attacked in her snug bedroom.

Now scenes of unbelieving horror come each time the full moon shines on the isolated Maine town of Tarker Mills. No one knows who will be attacked next. But one thing is sure.

When the moon grows fat, a paralyzing fear sweeps through Tarker Mills. For snarls that sound like human words can be heard whining through the wind. And all around are the footprints of a monster whose hunger cannot be sated... Cycle of the Werewolf. (less)"
horror,"An ancient evil roams the desolate landscape of an America ravaged by nuclear war.

He is the Man with the Scarlet Eye, a malevolent force that feeds on the dark desires of the countless followers he has gathered into his service. His only desire is to find a special child named Swan—and destroy her. But those who would protect the girl are determined to fight for what is left of the world, and their souls.

In a wasteland born of rage, populated by monstrous creatures and marauding armies, the last survivors on earth have been drawn into the final battle between good and evil that will decide the fate of humanity.... (less)"
horror,"A collection of short stories.

Imogene is young and beautiful. She kisses like a movie star and knows everything about every film ever made. She's also dead and waiting in the Rosebud Theater for Alec Sheldon one afternoon in 1945....

Arthur Roth is a lonely kid with big ideas and a gift for attracting abuse. It isn't easy to make friends when you're the only inflatable boy in town....

Francis is unhappy. Francis was human once, but that was then. Now he's an eight-foot-tall locust and everyone in Calliphora will tremble when they hear him sing....

John Finney is locked in a basement that's stained with the blood of half a dozen other murdered children. In the cellar with him is an antique telephone, long since disconnected, but which rings at night with calls from the dead....

The past isn't dead. It isn't even past... (less)"
horror,"He's Odd. Odd Thomas, to be precise. Genius fry-cook at the Pico Mundo Grill; boyfriend to the gorgeous Stormy Llewellyn - and possibly the only person with a chance of stopping one of the worst crimes in the bloody history of murder...

Something evil has come to the desert town that Odd and Stormy call home. It comes in the form of a mysterious man with a macabre appetite, a filing cabinet full of information on the world's worst killers, and strange, hyena-like shadows following him wherever he goes. Odd is worried. He knows things, sees things - about the living, the dead, and the soon-to-be dead. Things that he has to act on. Now he's terrified for Stormy, himself and Pico Mundo. Because he knows that on Wednesday August 15, a savage, blood-soaked whirlwind of violence and murder will devastate the town...

Today is August 14.
And Odd is far from sure he can stop the coming storm... (less)"
horror,"From the award-winning, New York Times bestselling author of NOS4A2 and Heart-Shaped Box comes a chilling novel about a worldwide pandemic of spontaneous combustion that threatens to reduce civilization to ashes and a band of improbable heroes who battle to save it, led by one powerful and enigmatic man known as the Fireman.

The fireman is coming. Stay cool.

No one knows exactly when it began or where it originated. A terrifying new plague is spreading like wildfire across the country, striking cities one by one: Boston, Detroit, Seattle. The doctors call it Draco Incendia Trychophyton. To everyone else it’s Dragonscale, a highly contagious, deadly spore that marks its hosts with beautiful black and gold marks across their bodies—before causing them to burst into flames. Millions are infected; blazes erupt everywhere. There is no antidote. No one is safe.

Harper Grayson, a compassionate, dedicated nurse as pragmatic as Mary Poppins, treated hundreds of infected patients before her hospital burned to the ground. Now she’s discovered the telltale gold-flecked marks on her skin. When the outbreak first began, she and her husband, Jakob, had made a pact: they would take matters into their own hands if they became infected. To Jakob’s dismay, Harper wants to live—at least until the fetus she is carrying comes to term. At the hospital, she witnessed infected mothers give birth to healthy babies and believes hers will be fine too. . . if she can live long enough to deliver the child.

Convinced that his do-gooding wife has made him sick, Jakob becomes unhinged, and eventually abandons her as their placid New England community collapses in terror. The chaos gives rise to ruthless Cremation Squads—armed, self-appointed posses roaming the streets and woods to exterminate those who they believe carry the spore. But Harper isn’t as alone as she fears: a mysterious and compelling stranger she briefly met at the hospital, a man in a dirty yellow fire fighter’s jacket, carrying a hooked iron bar, straddles the abyss between insanity and death. Known as The Fireman, he strolls the ruins of New Hampshire, a madman afflicted with Dragonscale who has learned to control the fire within himself, using it as a shield to protect the hunted . . . and as a weapon to avenge the wronged.

In the desperate season to come, as the world burns out of control, Harper must learn the Fireman’s secrets before her life—and that of her unborn child—goes up in smoke. (less)"
horror,"There's a place in Wentworth, Ohio, where summer is in full swing. It's called Poplar Street. Up until now it's been a nice place to live. The idling red van around the corner is about to change all that. Let the battle against evil begin. Here come...The Regulators (less)"
horror,"Christopher is seven years old.
Christopher is the new kid in town.
Christopher has an imaginary friend.

We can swallow our fear or let our fear swallow us.

Single mother Kate Reese is on the run. Determined to improve life for her and her son, Christopher, she flees an abusive relationship in the middle of the night with her child. Together, they find themselves drawn to the tight-knit community of Mill Grove, Pennsylvania. It's as far off the beaten track as they can get. Just one highway in, one highway out.

At first, it seems like the perfect place to finally settle down. Then Christopher vanishes. For six long days, no one can find him. Until Christopher emerges from the woods at the edge of town, unharmed but not unchanged. He returns with a voice in his head only he can hear, with a mission only he can complete: Build a treehouse in the woods by Christmas, or his mother and everyone in the town will never be the same again.

Twenty years ago, Stephen Chbosky's The Perks of Being a Wallflower made readers everywhere feel infinite. Now, Chbosky has returned with an epic work of literary horror, years in the making, whose grand scale and rich emotion redefine the genre. Read it with the lights on. (less)"
horror,"They escape from a secret government: two mutant creatures, both changed utterly from the animals they once were. And no one who encounters them will ever be the same again:

A lonely widower; a ruthless assassin; a beautiful woman; a government agent.

Drawn together in a deadly hunt, all four are inexorably propelled towards a confrontation with an evil beyond human imagining. (less)"
horror,"It was a dark and stormy night when Mary Crane glimpsed the unlit neon sign announcing the vacancy at the Bates motel. Exhausted, lost, and at the end of her rope, she was eager for a hot shower and a bed for the night. Her room was musty but clean and the plumbing worked. Norman Bates, the manager, seemed nice, if a little odd."
horror,"Lisey Debusher Landon lost her husband, Scott, two years ago, after a twenty-five year marriage of the most profound and sometimes frightening intimacy. Scott was an award-winning, bestselling novelist and a very complicated man. Early in their relationship, before they married, Lisey had to learn from him about books and blood and bools. Later, she understood that there was a place Scott went--a place that both terrified and healed him, that could eat him alive or give him the ideas he needed in order to live. Now it's Lisey's turn to face Scott's demons, Lisey's turn to go to Boo'ya Moon. What begins as a widow's efforts to sort through the papers of her celebrated husband becomes a nearly fatal journey into the darkness he inhabited. Perhaps King's most personal and powerful novel, Lisey's Story is about the wellsprings of creativity, the temptations of madness, and the secret language of love.
(front flap) (less)"
horror,"In the predawn hours, in a distressed American city, hundreds of unemployed men and women line up for the opening of a job fair. They are tired and cold and desperate. Emerging from the fog, invisible until it is too late, a lone driver plows through the crowd in a stolen Mercedes, running over the innocent, backing up, and charging again. Eight people are killed; fifteen are wounded. The killer escapes.

Months later, an ex-cop named Bill Hodges, still haunted by the unsolved crime, contemplates suicide. When he gets a crazed letter from ""the perk,"" claiming credit for the murders, Hodges wakes up from his depressed and vacant retirement, fearing another even more diabolical attack and hell-bent on preventing it.

Brady Hartfield lives with his alcoholic mother in the house where he was born. He loved the feel of death under the wheels of the Mercedes, and he wants that rush again. Only Bill Hodges, with a couple of eccentric and mismatched allies, can apprehend the killer before he strikes again. And they have no time to lose, because Brady's next mission, if it succeeds, will kill or maim thousands.

Mr. Mercedes is a war between good and evil from the master of suspense whose insight into the mind of this obsessed, insane killer is chilling and unforgettable.
--front flap (less)"
horror,"Keep your eyes peeled for a small black iron door.

Down the road from a working-class British pub, along the brick wall of a narrow alley, if the conditions are exactly right, you’ll find the entrance to Slade House. A stranger will greet you by name and invite you inside. At first, you won’t want to leave. Later, you’ll find that you can’t. Every nine years, the house’s residents — an odd brother and sister — extend a unique invitation to someone who’s different or lonely: a precocious teenager, a recently divorced policeman, a shy college student. But what really goes on inside Slade House? For those who find out, it’s already too late...

Spanning five decades, from the last days of the 1970s to the present, leaping genres, and barreling toward an astonishing conclusion, this intricately woven novel will pull you into a reality-warping new vision of the haunted house story—as only David Mitchell could imagine it. (less)"
horror,"This spooky addition to Alvin Schwartz's popular books on American folklore is filled with tales of eerie horror and dark revenge that will make you jump with fright.

There is a story here for everyone—skeletons with torn and tangled flesh who roam the earth; a ghost who takes revenge on her murderer; and a haunted house where every night a bloody head falls down the chimney.

Stephen Gammell's splendidly creepy drawings perfectly capture the mood of more than two dozen scary stories—and even scary songs—all just right for reading alone or for telling aloud in the dark.

If You Dare! (less)"
horror,"“It is a truth universally acknowledged that a zombie in possession of brains must be in want of more brains.”

So begins Pride and Prejudice and Zombies, an expanded edition of the beloved Jane Austen novel featuring all-new scenes of bone-crunching zombie mayhem. As our story opens, a mysterious plague has fallen upon the quiet English village of Meryton—and the dead are returning to life! Feisty heroine Elizabeth Bennet is determined to wipe out the zombie menace, but she’s soon distracted by the arrival of the haughty and arrogant Mr. Darcy. What ensues is a delightful comedy of manners with plenty of civilized sparring between the two young lovers—and even more violent sparring on the blood-soaked battlefield. Can Elizabeth vanquish the spawn of Satan? And overcome the social prejudices of the class-conscious landed gentry? Complete with romance, heartbreak, swordfights, cannibalism, and thousands of rotting corpses, (less)"
horror,"To you, perceptive reader, I bequeath my history....Late one night, exploring her father's library, a young woman finds an ancient book and a cache of yellowing letters. The letters are all addressed to ""My dear and unfortunate successor,"" and they plunge her into a world she never dreamed of, a labyrinth where the secrets of her father's past and her mother's mysterious fate connect to an inconceivable evil hidden in the depths of history.

The letters provide links to one of the darkest powers that humanity has ever known and to a centuries-long quest to find the source of that darkness and wipe it out. It is a quest for the truth about Vlad the Impaler, the medieval ruler whose barbarous reign formed the basis of the legend of Dracula. Generations of historians have risked their reputations, their sanity, and even their lives to learn the truth about Vlad the Impaler and Dracula. Now one young woman must decide whether to take up this quest herself--to follow her father in a hunt that nearly brought him to ruin years ago, when he was a vibrant young scholar and her mother was still alive. What does the legend of Vlad the Impaler have to do with the modern world? Is it possible that the Dracula of myth truly existed and that he has lived on, century after century, pursuing his own unknowable ends? The answers to these questions cross time and borders, as first the father and then the daughter search for clues, from dusty Ivy League libraries to Istanbul, Budapest, and the depths of Eastern Europe. In city after city, in monasteries and archives, in letters and in secret conversations, the horrible truth emerges about Vlad the Impaler's dark reign and about a time-defying pact that may have kept his awful work alive down through the ages. (less)"
horror,"In this collection, Stephen King once again assembles a generous array of unforgettable, tantalizing tales. There are thrilling connections between these works - themes of morality, the afterlife, guilt, and what we would do differently if we could see into the future or correct the mistakes of the past. Magnificent, eerie, and utterly compelling, these tales are a fine gift to readers everywhere. (less)"
horror,"This single volume brings together all of Poe's stories and poems, and illuminates the diverse and multifaceted genius of one of the greatest and most influential figures in American literary history. (less)"
